Course Info,Student ID
COE- 445-Internet Architecture and Technologies,432004701
COE- 445-Internet Architecture and Technologies,431000891
COE- 445-Internet Architecture and Technologies,432004611
COE- 445-Internet Architecture and Technologies,432004461
COE- 445-Internet Architecture and Technologies,452004851
COE- 447-Fundamentals of Optical Networking,432004511
COE- 447-Fundamentals of Optical Networking,451001081
COE- 447-Fundamentals of Optical Networking,411000491
COE- 448-Wireless & Mobile Networks,451000121
COE- 448-Wireless & Mobile Networks,451003361
COE- 448-Wireless & Mobile Networks,451004141
COE- 455-Introduction to Digital Control,412003911
COE- 498-Design project-I,432004701
COE- 498-Design project-I,431003581
COE- 499-Design project-II,411000491
COE- 499-Design project-II,412003911
ENGL- 001-Prep. English I,462004881
ENGL- 001-Prep. English I,451001501
ENGL- 001-Prep. English I,462004491
ENGL- 001-Prep. English I,462005651
ENGL- 001-Prep. English I,461001221
ENGL- 001-Prep. English I,462004511
ENGL- 001-Prep. English I,462004951
ENGL- 001-Prep. English I,462006171
ENGL- 001-Prep. English I,461001881
ENGL- 001-Prep. English I,462005321
ENGL- 001-Prep. English I,462005271
ENGL- 001-Prep. English I,462004921
ENGL- 002-Prep. English II,461001771
ENGL- 002-Prep. English II,461001271
ENGL- 002-Prep. English II,462004651
ENGL- 002-Prep. English II,461000741
ENGL- 002-Prep. English II,461001821
ENGL- 002-Prep. English II,461002031
ENGL- 002-Prep. English II,461000681
ENGL- 002-Prep. English II,461000251
ENGL- 002-Prep. English II,451001191
ENGL- 002-Prep. English II,461000611
ENGL- 002-Prep. English II,461000041
ENGL- 002-Prep. English II,461002821
ENGL- 002-Prep. English II,452006081
ENGL- 002-Prep. English II,461000321
ENGL- 002-Prep. English II,461004111
ENGL- 002-Prep. English II,461004121
ENGL- 002-Prep. English II,461001931
ENGL- 002-Prep. English II,461002551
ENGL- 002-Prep. English II,461002921
ENGL- 002-Prep. English II,462005621
ENGL- 002-Prep. English II,461003161
ENGL- 002-Prep. English II,461002901
ENGL- 002-Prep. English II,461002561
ENGL- 002-Prep. English II,461000801
ENGL- 002-Prep. English II,461002741
ENGL- 002-Prep. English II,461004381
ENGL- 002-Prep. English II,461001031
ENGL- 002-Prep. English II,461000921
ENGL- 002-Prep. English II,462005031
ENGL- 002-Prep. English II,461000351
ENGL- 002-Prep. English II,461003121
ENGL- 002-Prep. English II,462005531
ENGL- 002-Prep. English II,451000771
ENGL- 002-Prep. English II,461002161
ENGL- 002-Prep. English II,462005581
ENGL- 002-Prep. English II,462005751
ENGL- 002-Prep. English II,461000691
ENGL- 002-Prep. English II,462004931
ENGL- 002-Prep. English II,462006091
ENGL- 002-Prep. English II,462005841
ENGL- 002-Prep. English II,461002801
ENGL- 002-Prep. English II,461002321
ENGL- 002-Prep. English II,451002941
ENGL- 002-Prep. English II,441000861
ENGL- 002-Prep. English II,452005311
ENGL- 002-Prep. English II,461004221
ENGL- 101-Intro. to Academic Discourse,451002761
ENGL- 101-Intro. to Academic Discourse,461003931
ENGL- 101-Intro. to Academic Discourse,461001941
ENGL- 101-Intro. to Academic Discourse,462004461
ENGL- 101-Intro. to Academic Discourse,461002541
ENGL- 101-Intro. to Academic Discourse,452004451
ENGL- 101-Intro. to Academic Discourse,462005051
ENGL- 101-Intro. to Academic Discourse,462005791
ENGL- 101-Intro. to Academic Discourse,462005261
ENGL- 101-Intro. to Academic Discourse,452004611
ENGL- 101-Intro. to Academic Discourse,412003951
ENGL- 101-Intro. to Academic Discourse,461004231
ENGL- 101-Intro. to Academic Discourse,452005411
ENGL- 101-Intro. to Academic Discourse,461003911
ENGL- 101-Intro. to Academic Discourse,461003661
ENGL- 101-Intro. to Academic Discourse,452004881
ENGL- 101-Intro. to Academic Discourse,462005811
ENGL- 101-Intro. to Academic Discourse,461004141
ENGL- 101-Intro. to Academic Discourse,441002651
ENGL- 101-Intro. to Academic Discourse,461003221
ENGL- 101-Intro. to Academic Discourse,451003281
ENGL- 102-Intro to Report Writing,451001371
ENGL- 102-Intro to Report Writing,442004411
ENGL- 102-Intro to Report Writing,452005991
ENGL- 102-Intro to Report Writing,441000151
ENGL- 102-Intro to Report Writing,461001291
ENGL- 102-Intro to Report Writing,461000191
ENGL- 102-Intro to Report Writing,461001431
ENGL- 102-Intro to Report Writing,441002971
ENGL- 102-Intro to Report Writing,441003121
ENGL- 102-Intro to Report Writing,451004211
ENGL- 102-Intro to Report Writing,451003771
ENGL- 102-Intro to Report Writing,432004341
ENGL- 102-Intro to Report Writing,442004381
ENGL- 102-Intro to Report Writing,411002931
ENGL- 102-Intro to Report Writing,451000361
ENGL- 102-Intro to Report Writing,452004731
ENGL- 102-Intro to Report Writing,452004851
ENGL- 102-Intro to Report Writing,431000891
ENGL- 102-Intro to Report Writing,401000431
ENGL- 102-Intro to Report Writing,461003871
ENGL- 102-Intro to Report Writing,461002051
ENGL- 102-Intro to Report Writing,452005671
ENGL- 102-Intro to Report Writing,442004741
ENGL- 102-Intro to Report Writing,431002531
ENGL- 102-Intro to Report Writing,451003181
ENGL- 102-Intro to Report Writing,461003501
ENGL- 102-Intro to Report Writing,451000931
ENGL- 102-Intro to Report Writing,431003201
ENGL- 214-Academic & Professional Comm.,442005191
ENGL- 214-Academic & Professional Comm.,451003131
ENGL- 214-Academic & Professional Comm.,442004641
ENGL- 214-Academic & Professional Comm.,401002781
ENGL- 214-Academic & Professional Comm.,451001611
ENGL- 214-Academic & Professional Comm.,441000571
ENGL- 214-Academic & Professional Comm.,431002881
ENGL- 214-Academic & Professional Comm.,452004871
ENGL- 214-Academic & Professional Comm.,432003991
ENGL- 214-Academic & Professional Comm.,441003841
ENGL- 214-Academic & Professional Comm.,452005841
ENGL- 214-Academic & Professional Comm.,401001071
ENGL- 214-Academic & Professional Comm.,441000461
IAS- 212-Professional Ethics,451002761
IAS- 212-Professional Ethics,441002121
IAS- 212-Professional Ethics,452005231
IAS- 212-Professional Ethics,461000191
IAS- 212-Professional Ethics,441000861
IAS- 212-Professional Ethics,441002831
IAS- 212-Professional Ethics,452004451
IAS- 212-Professional Ethics,462004471
IAS- 212-Professional Ethics,442004381
IAS- 212-Professional Ethics,451001611
IAS- 212-Professional Ethics,442004701
IAS- 212-Professional Ethics,452005411
IAS- 212-Professional Ethics,452005311
IAS- 212-Professional Ethics,452005671
IAS- 212-Professional Ethics,461002701
IAS- 212-Professional Ethics,451003281
IAS- 410-Biography of the Prophet,451000731
IAS- 410-Biography of the Prophet,431000621
IAS- 410-Biography of the Prophet,432004511
IAS- 410-Biography of the Prophet,461002561
IAS- 410-Biography of the Prophet,442005121
IAS- 410-Biography of the Prophet,461003551
IAS- 410-Biography of the Prophet,461003521
IAS- 410-Biography of the Prophet,462004461
IAS- 410-Biography of the Prophet,442004401
IAS- 410-Biography of the Prophet,432004701
IAS- 410-Biography of the Prophet,462005051
IAS- 410-Biography of the Prophet,442004381
IAS- 410-Biography of the Prophet,462004921
IAS- 410-Biography of the Prophet,452005991
IAS- 410-Biography of the Prophet,461003601
IAS- 410-Biography of the Prophet,461001491
IAS- 410-Biography of the Prophet,461001291
IAS- 410-Biography of the Prophet,451001011
IAS- 410-Biography of the Prophet,452005631
IAS- 410-Biography of the Prophet,452004941
IAS- 410-Biography of the Prophet,452004901
IAS- 410-Biography of the Prophet,432003991
IAS- 410-Biography of the Prophet,432004951
IAS- 410-Biography of the Prophet,462005751
IAS- 410-Biography of the Prophet,442004411
IAS- 410-Biography of the Prophet,461003681
IAS- 410-Biography of the Prophet,461001941
IAS- 410-Biography of the Prophet,461003871
IAS- 410-Biography of the Prophet,461002971
IAS- 410-Biography of the Prophet,411001641
IAS- 410-Biography of the Prophet,432004221
IAS- 410-Biography of the Prophet,432004341
IAS- 410-Biography of the Prophet,412004541
IAS- 410-Biography of the Prophet,452005671
IAS- 410-Biography of the Prophet,462005811
IAS- 410-Biography of the Prophet,452005431
IAS- 410-Biography of the Prophet,461000231
IAS- 410-Biography of the Prophet,441001121
IAS- 410-Biography of the Prophet,461002051
IAS- 410-Biography of the Prophet,431002141
IAS- 410-Biography of the Prophet,461001431
PE- 001-Prep. Physical Educ. I,461001771
PE- 001-Prep. Physical Educ. I,461001271
PE- 001-Prep. Physical Educ. I,462004651
PE- 001-Prep. Physical Educ. I,461000741
PE- 001-Prep. Physical Educ. I,461001821
PE- 001-Prep. Physical Educ. I,461002031
PE- 001-Prep. Physical Educ. I,451000731
PE- 001-Prep. Physical Educ. I,461000681
PE- 001-Prep. Physical Educ. I,451001191
PE- 001-Prep. Physical Educ. I,461000611
PE- 001-Prep. Physical Educ. I,452004871
PE- 001-Prep. Physical Educ. I,461000041
PE- 001-Prep. Physical Educ. I,461002821
PE- 001-Prep. Physical Educ. I,461000321
PE- 001-Prep. Physical Educ. I,461004111
PE- 001-Prep. Physical Educ. I,461004121
PE- 001-Prep. Physical Educ. I,461000251
PE- 001-Prep. Physical Educ. I,462004811
PE- 001-Prep. Physical Educ. I,461001931
PE- 001-Prep. Physical Educ. I,461002551
PE- 001-Prep. Physical Educ. I,461002921
PE- 001-Prep. Physical Educ. I,462005621
PE- 001-Prep. Physical Educ. I,461003161
PE- 001-Prep. Physical Educ. I,461003851
PE- 001-Prep. Physical Educ. I,462005461
PE- 001-Prep. Physical Educ. I,461002561
PE- 001-Prep. Physical Educ. I,461000801
PE- 001-Prep. Physical Educ. I,462004461
PE- 001-Prep. Physical Educ. I,461002741
PE- 001-Prep. Physical Educ. I,461004381
PE- 001-Prep. Physical Educ. I,462005051
PE- 001-Prep. Physical Educ. I,461000921
PE- 001-Prep. Physical Educ. I,462005791
PE- 001-Prep. Physical Educ. I,462005031
PE- 001-Prep. Physical Educ. I,442005141
PE- 001-Prep. Physical Educ. I,461003601
PE- 001-Prep. Physical Educ. I,462005261
PE- 001-Prep. Physical Educ. I,461000351
PE- 001-Prep. Physical Educ. I,461001491
PE- 001-Prep. Physical Educ. I,462005971
PE- 001-Prep. Physical Educ. I,462004471
PE- 001-Prep. Physical Educ. I,462004691
PE- 001-Prep. Physical Educ. I,461003121
PE- 001-Prep. Physical Educ. I,462005531
PE- 001-Prep. Physical Educ. I,451000771
PE- 001-Prep. Physical Educ. I,451001161
PE- 001-Prep. Physical Educ. I,461002161
PE- 001-Prep. Physical Educ. I,462005581
PE- 001-Prep. Physical Educ. I,462005751
PE- 001-Prep. Physical Educ. I,461000691
PE- 001-Prep. Physical Educ. I,462004931
PE- 001-Prep. Physical Educ. I,462005841
PE- 001-Prep. Physical Educ. I,462004921
PE- 001-Prep. Physical Educ. I,461002801
PE- 001-Prep. Physical Educ. I,461002321
PE- 001-Prep. Physical Educ. I,461001221
PE- 001-Prep. Physical Educ. I,461001031
PE- 001-Prep. Physical Educ. I,461003661
PE- 001-Prep. Physical Educ. I,461004221
PE- 001-Prep. Physical Educ. I,462005811
PE- 001-Prep. Physical Educ. I,461004141
PE- 001-Prep. Physical Educ. I,462005641
PE- 001-Prep. Physical Educ. I,462005271
IE- 414-Productivity Engineering and Management,401001071
IE- 414-Productivity Engineering and Management,431002221
IE- 414-Productivity Engineering and Management,401002781
IE- 423-Industrial system simulation,401002781
IE- 423-Industrial system simulation,411001641
IE- 434-Manufacturing Cost Analysis,442005191
IE- 434-Manufacturing Cost Analysis,401001981
IE- 434-Manufacturing Cost Analysis,441003841
IE- 434-Manufacturing Cost Analysis,412004731
IE- 434-Manufacturing Cost Analysis,441004011
IE- 443-Safety Engineering,401001981
IE- 443-Safety Engineering,412004731
IE- 443-Safety Engineering,401002781
IE- 443-Safety Engineering,432003991
IE- 443-Safety Engineering,431002881
IE- 443-Safety Engineering,412004011
IE- 443-Safety Engineering,431002221
IE- 498-Design project I,442005191
IE- 498-Design project I,412004731
IE- 498-Design project I,441003841
IE- 498-Design project I,441004011
IE- 498-Design project I,411001641
IE- 499-Design project II,431002221
IE- 499-Design project II,412004011
IE- 499-Design project II,432003991
IE- 499-Design project II,401002781
IE- 499-Design project II,431002881
IE- 499-Design project II,401001071
MATH- 36-Discrete mathematics,441001831
MATH- 36-Discrete mathematics,441002831
MATH- 36-Discrete mathematics,441000481
MATH- 36-Discrete mathematics,442004711
EE- 204-Engineering Electromagnetic-I,431002401
EE- 204-Engineering Electromagnetic-I,442004741
EE- 204-Engineering Electromagnetic-I,442005121
EE- 320-Electronics-II,442004741
EE- 320-Electronics-II,442005121
EE- 380-Electric Energy Engineering,452005991
EE- 380-Electric Energy Engineering,442004741
EE- 442-Machine Learning,442004741
EE- 499-Design Project II,411000941
EE- 999-practical training,411000941
